Facility Name,CMS Certification Number (CCN),Alternate CCN 1,Alternate CCN 2,Address 1,Address 2,City,State,Zip Code,Network,Hemoglobin 12 g/dL Measure Score,Hemoglobin 12 g/dL Performance Period Rate,Number of Patients Included in Hemoglobin Measure Score Performance Period,Hemoglobin 12 g/dL Baseline Period Rate,Number of Patients Included in Hemoglobin Measure Score Baseline Period,Hemoglobin 12 g/dL Performance Score Applied,Kt/V Adult Hemodialysis Measure Score,Kt/V Adult Hemodialysis Performance Period Rate,Number of Patients Included in Kt/V Adult Hemodialysis  Measure Score Performance Period,Number of Kt/V Adult Hemodialysis Patient Months Performance Period,Kt/V Adult Hemodialysis Baseline Period Rate,Number of Kt/V Adult Hemodialysis  Patient Months Baseline Period,Kt/V Adult Hemodialysis Performance Score Applied,Kt/V Adult Peritoneal Dialysis Measure Score,Kt/V Adult Peritoneal Dialysis Performance Period Rate,Number of Patients Included in Kt/V Adult Peritoneal Dialysis Measure Score  Performance Period,Number of Kt/V Adult Peritoneal Dialysis Patient Months Performance Period,Kt/V Adult Peritoneal Dialysis Baseline Period Rate,Number of Kt/V Adult Peritoneal Dialysis Patient Months Baseline Period,Kt/V Adult Peritoneal Dialysis Performance Score Applied,Kt/V Pediatric Hemodialysis Measure Score,Kt/V Pediatric Hemodialysis Performance Period Rate,Number of Patients Included in Kt/V Pediatric Hemodialysis  Measure Score Performance Period,Number of Kt/V Pediatric Hemodialysis Patient Months Performance Period,Kt/V Pediatric Hemodialysis Baseline Period Rate,Number of Kt/V Pediatric Hemodialysis Patient Months Baseline Period,Kt/V Pediatric Hemodialysis Performance Score Applied,Kt/V Dialysis Adequacy Combined Measure Score,Fistula Measure Score,Fistula Performance Period Rate,Number of Patients Included in Fistula Measure Score  Performance Period,Number of Fistula Patient Months Performance Period,Fistula Baseline Period Rate,Number of Fistula Patient Months Baseline Period,Fistula Performance Score Applied,Catheter Measure Score,Catheter Performance Period Rate,Number of  Patients Included in Catheter Measure Score Performance Period,Number of Catheter Patient Months Performance Period,Catheter Baseline Period Rate,Number of Catheter Patient Months Baseline Period,Catheter Performance Score Applied,Vascular Access Combined Measure Score,Hypercalcemia Measure Score,Hypercalcemia Performance Period Rate,Number of  Patients Included in Hypercalcemia Measure Score Performance Period,Number of Hypercalcemia Patient Months Performance Period,Hypercalcemia Baseline Period Rate,Number of Hypercalcemia Patient Months Baseline Period,Hypercalcemia Performance Score Applied,NHSN Measure Score,NHSN Performance Period  Rate,Total number of eligible NHSN Patients,ICH CAHPS Admin Score,Mineral Metabolism Reporting Score,Anemia Management Reporting Score,Total Performance Score,PY2016 Payment Reduction Percentage,CMS Certification Date,"Ownership as of December 31, 2013",Date of ownership record update
FRESENIUS MEDICAL CARE GREENE COUNTY,392637,,,11 INDUSTRIAL PARK ROAD,,CARMICHAELS,PA,15320,4,10,0%,18,0%,18,Achievement,5,92%,21,215,94%,228,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,5,7,70%,20,220,69%,235,Achievement,4,14%,21,213,13%,230,Achievement,5,10,0%,26,218,1%,307,Achievement,10,0,32,N/A,9,10,83,No Reduction,06/10/1998,FRESENIUS MEDICAL CARE,01/27/2008
FRESENIUS MEDICAL CARE SLATEBELT,392638,,,525 EAST WEST STREET,,WIND GAP,PA,18091,4,10,0%,33,0%,28,Achievement,8,96%,50,414,90%,378,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,6,66%,42,434,55%,392,Achievement,4,13%,47,410,16%,354,Achievement,5,6,2%,51,415,3%,436,Achievement,6,0.805,63,10,10,10,78,No Reduction,06/17/1998,FRESENIUS MEDICAL CARE,01/02/1980
FRESENIUS MEDICAL CARE MONTGOMERY EAST,392640,,,1350 POWELL STREET,,NORRISTOWN,PA,19401,4,10,0%,44,0%,48,Achievement,7,94%,59,473,96%,497,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,7,8,71%,49,491,66%,507,Achievement,9,3%,51,449,3%,467,Achievement,9,5,3%,87,669,3%,780,Achievement,3,1.310,123,10,9,10,76,No Reduction,07/07/1998,FRESENIUS MEDICAL CARE,01/02/1980
DAVITA - WAYNESBURG DIALYSIS,392641,,,248 ELM DRIVE,,WAYNESBURG,PA,15370,4,10,0%,17,Insufficient data,10,Achievement,9,97%,20,182,97%,123,Achievement,N/A,Insufficient data,2,16,Insufficient data,19,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,6,65%,18,195,70%,157,Achievement,5,11%,18,168,6%,140,Achievement,6,8,1%,38,320,0%,371,Achievement,0,3.670,52,10,10,10,74,No Reduction,07/29/1998,DAVITA,01/04/2006
FRESENIUS MEDICAL CARE CRANBERRY,392642,,,5 ST FRANCIS WAY,,CRANBERRY TOWNSHIP,PA,16066,4,10,0%,14,0%,14,Achievement,4,90%,25,129,87%,130,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,4,5,64%,15,134,58%,139,Achievement,2,17%,17,119,17%,113,Achievement,3,5,3%,26,180,0%,252,Achievement,3,1.300,77,10,4,10,57,No Reduction,08/28/1998,FRESENIUS MEDICAL CARE,08/26/2006
DIALYSIS CENTER AT OXFORD COURT,392644,,,"930 TOWN CENTER DRIVE, SUITE G-100",,LANGHORNE,PA,19047,4,10,0%,16,0%,12,Achievement,10,100%,21,138,98%,149,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,10,88%,18,157,95%,135,Achievement,9,4%,19,129,3%,128,Achievement,9,10,0%,24,155,0%,181,Achievement,7,0.540,43,10,8,10,92,No Reduction,09/16/1998,DAVITA,01/02/1980
DCI OF SHENANGO VALLEY,392646,,,737 BROOKSHIRE DRIVE,,HERMITAGE,PA,16148,4,10,0%,20,0%,26,Achievement,8,96%,30,205,96%,267,Achievement,N/A,Insufficient data,1,10,Insufficient data,12,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,8,71%,23,211,67%,276,Achievement,5,11%,27,196,17%,253,Achievement,6,3,4%,40,270,1%,384,Achievement,0,2.676,52,10,10,10,67,No Reduction,10/26/1998,"DIALYSIS CLINIC, INC.",01/02/1980
"BIO-MEDICAL APPLICATIONS OF PENNSYLVANIA, INC.",392649,,,709 SOUTH CHESTER ROAD,,SWARTHMORE,PA,19081,4,10,0%,53,0%,44,Achievement,5,92%,73,571,93%,427,Achievement,N/A,Insufficient data,3,21,Insufficient data,12,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,5,7,69%,64,629,61%,471,Achievement,6,10%,65,560,10%,422,Achievement,6,6,2%,93,752,1%,763,Achievement,7,0.460,122,10,6,5,69,No Reduction,02/02/1999,FRESENIUS MEDICAL CARE,01/02/1980
FRESENIUS MEDICAL CARE MILLERSBURG,392650,,,75 EVELYN DRIVE,,MILLERSBURG,PA,17061,4,10,0%,17,0%,13,Achievement,4,91%,22,166,90%,146,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,4,6,63%,21,188,35%,163,Improvement,7,15%,21,153,57%,152,Improvement,7,5,3%,29,206,0%,211,Achievement,4,1.081,35,10,7,10,68,No Reduction,02/10/1999,FRESENIUS MEDICAL CARE,02/13/2003
FRESENIUS MEDICAL CARE DONORA,392651,,,470 GALIFFA DRIVE,,DONORA,PA,15033,4,10,0%,21,0%,21,Achievement,4,91%,34,261,95%,232,Achievement,N/A,Insufficient data,3,33,Insufficient data,36,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,4,8,73%,27,271,73%,246,Achievement,9,4%,29,234,4%,227,Achievement,9,8,1%,67,510,0%,606,Achievement,5,0.858,85,10,5,7,72,No Reduction,05/12/1999,FRESENIUS MEDICAL CARE,01/01/2004
DCI OF PARKS BEND,392657,,,1143 INDUSTRIAL PARK ROAD,,VANDERGRIFT,PA,15690,4,10,0%,22,0%,24,Achievement,10,98%,30,252,97%,264,Achievement,N/A,Insufficient data,1,5,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,8,72%,26,270,67%,278,Achievement,3,15%,29,253,17%,259,Achievement,5,5,3%,50,382,3%,509,Achievement,7,0.478,67,10,10,10,82,No Reduction,08/25/1999,"DIALYSIS CLINIC, INC.",08/02/1999
DCI OF CLARION,392660,,,65 DOLBY STREET,,CLARION,PA,16214,4,10,0%,18,0%,16,Achievement,10,98%,25,210,97%,205,Achievement,N/A,Insufficient data,1,9,Insufficient data,1,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,6,66%,23,217,61%,212,Achievement,2,23%,24,200,31%,200,Improvement,4,8,1%,30,217,0%,268,Achievement,5,0.988,41,10,9,10,79,No Reduction,01/07/2000,"DIALYSIS CLINIC, INC.",01/02/1980
DAVITA - HOMESTEAD DIALYSIS,392662,,,207 WEST 7TH AVENUE,,WEST HOMESTEAD,PA,15120,4,10,0%,19,0%,20,Achievement,5,92%,32,258,92%,239,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,5,8,73%,27,271,79%,256,Achievement,0,22%,28,249,10%,228,Achievement,4,10,0%,66,528,0%,641,Achievement,4,1.051,111,10,9,10,72,No Reduction,02/16/2000,DAVITA,01/04/2006
FRESENIUS MEDICAL CARE GRADUATE,392663,,,"1740 SOUTH STREET, SUITE 100",,PHILADELPHIA,PA,19146,4,10,0%,52,0%,43,Achievement,10,98%,62,592,97%,504,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,5,62%,58,625,59%,526,Achievement,9,3%,59,582,4%,504,Achievement,7,10,0%,84,729,0%,806,Achievement,5,0.921,100,10,9,10,86,No Reduction,02/14/2000,FRESENIUS MEDICAL CARE,11/02/1999
FRESENIUS MEDICAL CARE OLNEY,392664,,,2154-58 STENTON AVENUE,,PHILADELPHIA,PA,19138,4,10,0%,71,0%,69,Achievement,7,94%,95,768,94%,836,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,7,6,65%,79,824,61%,843,Achievement,5,11%,86,781,9%,798,Achievement,5,5,5%,128,1044,12%,1162,Improvement,7,0.562,162,10,7,10,74,No Reduction,02/23/2000,FRESENIUS MEDICAL CARE,03/31/2009
"RENAL CENTER OF PHILADELPHIA, LLC",392665,,,"5630 CHESTNUT STREET, 2ND FLOOR",,PHILADELPHIA,PA,19139,4,10,0%,43,0%,44,Achievement,10,98%,57,532,98%,564,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,0,44%,51,549,50%,574,Achievement,6,9%,55,516,1%,544,Achievement,3,3,4%,69,581,4%,722,Achievement,0,Not Reported,85,10,10,10,65,No Reduction,03/13/2000,RENAL VENTURES MANAGEMENT,03/09/2000
WARREN DIALYSIS,392666,,,2 CRESCENT PARK WEST,,WARREN,PA,16365,4,10,0%,24,0%,22,Achievement,8,95%,37,283,95%,278,Achievement,N/A,Insufficient data,4,28,Insufficient data,29,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,9,76%,30,295,87%,276,Achievement,6,10%,33,271,11%,264,Achievement,7,10,0%,46,334,0%,436,Achievement,0,Not Reported,95,10,10,9,75,No Reduction,03/29/2000,DAVITA,11/02/2007
FRESENIUS MEDICAL CARE NANTICOKE,392670,,,450 WEST MAIN STREET,,NANTICOKE,PA,18634,4,10,0%,37,0%,38,Achievement,6,92%,56,469,83%,470,Improvement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,6,10,79%,49,500,73%,494,Achievement,6,9%,55,465,13%,461,Achievement,8,6,2%,67,536,3%,659,Achievement,10,0,98,10,9,10,85,No Reduction,06/02/2000,FRESENIUS MEDICAL CARE,01/01/2004
FRESENIUS MEDICAL CARE LANSDALE,392671,,,120 MEDICAL CAMPUS DRIVE,,LANSDALE,PA,19446,4,10,0%,46,0%,49,Achievement,9,97%,61,514,96%,524,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,8,73%,53,543,75%,553,Achievement,8,5%,57,506,3%,497,Achievement,8,3,8%,70,560,13%,745,Improvement,5,0.823,95,10,9,10,79,No Reduction,05/11/2000,FRESENIUS MEDICAL CARE,08/09/2008
"DCI RENAL SERVICES OF PITTSBURGH, LLC - NORTH VERSAILLES",392674,,,613 EAST PITTSBURGH MCKEESPORT BOULEVARD,,NORTH VERSAILLES,PA,15137,4,10,0%,26,0%,21,Achievement,10,98%,32,275,97%,225,Achievement,N/A,Insufficient data,1,10,Insufficient data,2,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,7,70%,27,278,71%,236,Achievement,9,4%,30,255,2%,220,Achievement,8,10,0%,42,368,0%,365,Achievement,8,0.340,58,10,7,10,91,No Reduction,03/26/2001,"DIALYSIS CLINIC, INC.",09/02/2008
"DCI RENAL SERVICES OF PITTSBURGH, LLC - HARMAR VILLAGE",392676,,,725 FREEPORT ROAD,,CHESWICK,PA,15024,4,10,0%,20,0%,18,Achievement,8,95%,24,204,97%,220,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,10,78%,21,208,70%,235,Achievement,4,14%,22,188,18%,216,Achievement,7,6,2%,45,353,0%,451,Achievement,8,0.340,53,10,10,10,84,No Reduction,12/11/2000,"DIALYSIS CLINIC, INC.",09/02/2008
BUTLER COUNTY DIALYSIS CENTER,392677,,,229 WEST DIAMOND STREET,,BUTLER,PA,16001,4,10,0%,29,0%,39,Achievement,10,98%,40,367,97%,375,Achievement,N/A,Insufficient data,3,17,Insufficient data,27,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,10,81%,33,373,64%,411,Achievement,6,9%,37,365,17%,373,Achievement,8,6,2%,76,586,1%,731,Achievement,6,0.659,104,10,10,10,86,No Reduction,12/13/2000,AMERICAN RENAL ASSOCIATES,01/01/2004
LOCK HAVEN DIALYSIS CLINIC,392678,,,257 SOUTH HANNA STREET,,LOCK HAVEN,PA,17745,4,10,0%,27,0%,23,Achievement,9,97%,31,288,89%,265,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,7,69%,29,301,64%,287,Achievement,10,2%,30,281,1%,256,Achievement,9,10,0%,47,369,3%,399,Achievement,N/A,N/A,N/A,10,10,10,96,No Reduction,02/19/2001,NORTH CENTRAL PENNSYLVANIA DIALYSIS CLINICS,02/02/2001
FRESENIUS MEDICAL CARE EAST HILLS,392680,,,10922 (REAR) FRANKSTOWN ROAD,,PITTSBURGH,PA,15235,4,N/A,Insufficient data,9,0%,12,N/A,9,97%,15,106,95%,111,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,N/A,Insufficient data,9,98,94%,120,N/A,N/A,Insufficient data,10,94,4%,105,N/A,N/A,7,3%,23,201,12%,243,Improvement,3,1.343,31,N/A,6,10,67,No Reduction,03/16/2001,FRESENIUS MEDICAL CARE,04/02/2004
DCI OF PUNXSUTAWNEY,392681,,,158 ELMWOOD DRIVE,,PUNXSUTAWNEY,PA,15767,4,10,0%,17,0%,16,Achievement,9,97%,22,194,97%,199,Achievement,N/A,Insufficient data,1,5,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,10,96%,20,220,96%,220,Achievement,10,1%,21,215,0%,206,Achievement,10,10,0%,32,255,0%,331,Achievement,5,0.952,48,10,10,10,90,No Reduction,03/20/2002,"DIALYSIS CLINIC, INC.",01/01/2004
DAVITA - HUNTINGDON VALLEY DIALYSIS,392682,,,769 HUNTINGDON PIKE,,HUNTINGDON VALLEY,PA,19006,4,10,0%,40,0%,51,Achievement,10,99%,56,450,98%,519,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,7,70%,49,481,57%,578,Achievement,9,3%,52,447,12%,523,Achievement,8,8,1%,87,655,0%,783,Achievement,1,1.789,154,10,10,10,80,No Reduction,06/01/2001,DAVITA,01/04/2006
FRESENIUS MEDICAL CARE KUTZTOWN,392685,,,45 CONSTITUTION BOULEVARD,,KUTZTOWN,PA,19530,4,10,0%,12,0%,14,Achievement,9,97%,29,204,96%,215,Achievement,N/A,Insufficient data,3,22,Insufficient data,13,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,10,78%,19,199,64%,221,Achievement,3,15%,22,191,17%,209,Achievement,6,10,0%,47,377,2%,430,Achievement,0,1.955,62,10,10,4,71,No Reduction,05/14/2001,FRESENIUS MEDICAL CARE,01/01/2004
DAVITA - EBENSBURG,392686,,,"429 MANOR DR., SUITE 650",,EBENSBURG,PA,15931,4,10,0%,11,Insufficient data,8,Achievement,10,99%,26,120,98%,95,Achievement,N/A,Insufficient data,4,35,Insufficient data,12,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,2,54%,14,120,Insufficient data,81,Achievement,2,17%,18,98,Insufficient data,75,Achievement,2,10,0%,33,237,0%,232,Achievement,8,0.341,62,10,10,10,84,No Reduction,05/01/2001,DAVITA,01/23/2015
FRESENIUS MEDICAL CARE BERWICK,392689,,,301 MARKET STREET,,BERWICK,PA,18603,4,10,0%,28,0%,28,Achievement,8,96%,48,433,87%,362,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,10,82%,44,447,86%,378,Achievement,8,5%,47,419,9%,264,Achievement,9,3,4%,62,509,5%,448,Achievement,3,1.216,75,10,10,10,76,No Reduction,11/19/2001,FRESENIUS MEDICAL CARE,10/02/2001
FRESENIUS MEDICAL CARE DUNMORE,392690,,,"1416 MONROE AVENUE, FIRST FLOOR",,DUNMORE,PA,18509,4,N/A,Insufficient data,9,Insufficient data,9,N/A,5,92%,22,100,89%,126,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,5,8,71%,11,105,67%,124,Achievement,2,17%,13,96,10%,123,Achievement,5,10,0%,14,103,1%,149,Achievement,4,1.138,32,N/A,7,10,64,No Reduction,08/03/2001,FRESENIUS MEDICAL CARE,07/02/2001
US RENAL CARE MECHANICSBURG,392691,,,120 SOUTH FILBERT STREET,,MECHANICSBURG,PA,17055,4,10,0%,36,0%,32,Achievement,9,97%,57,357,97%,349,Achievement,N/A,Insufficient data,4,35,Insufficient data,45,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,8,72%,44,394,58%,356,Achievement,3,15%,47,327,19%,318,Achievement,5,8,1%,73,500,1%,614,Achievement,4,1.152,136,10,10,10,79,No Reduction,01/14/2002,"US RENAL CARE, INC.",07/07/2011
DAVITA - OAK SPRINGS DIALYSIS,392692,,,764 LOCUST AVENUE,,WASHINGTON,PA,15301,4,0,7%,13,0%,14,Achievement,9,97%,20,130,93%,137,Achievement,N/A,Insufficient data,4,37,Insufficient data,16,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,10,77%,19,163,82%,146,Achievement,6,9%,21,133,8%,132,Achievement,8,10,0%,39,279,3%,289,Achievement,0,3.915,49,10,9,9,61,No Reduction,12/17/2001,DAVITA,07/02/2010
DCI OF HILLPOINTE,392695,,,131 HILLPOINTE DRIVE,,CANONSBURG,PA,15317,4,N/A,Insufficient data,6,Insufficient data,8,N/A,N/A,Insufficient data,9,62,Insufficient data,72,N/A,N/A,Insufficient data,0,0,Insufficient data,3,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,N/A,Insufficient data,7,64,Insufficient data,69,N/A,N/A,Insufficient data,7,61,Insufficient data,63,N/A,N/A,10,0%,18,123,2%,191,Achievement,6,0.666,25,N/A,10,10,82,No Reduction,05/15/2002,"DIALYSIS CLINIC, INC.",03/16/2002
"DCI RENAL SERVICES OF PITTSBURGH, LLC - FIVE POINTS",392698,,,2534 MONROEVILLE BOULEVARD,,MONROEVILLE,PA,15146,4,10,0%,11,0%,13,Achievement,8,95%,13,119,97%,149,Achievement,N/A,Insufficient data,2,14,Insufficient data,36,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,10,92%,12,126,84%,148,Achievement,9,3%,13,121,8%,150,Achievement,9,5,3%,28,248,2%,342,Achievement,5,0.933,26,N/A,10,10,82,No Reduction,04/30/2003,"DIALYSIS CLINIC, INC.",04/19/2005
DAVITA - PITTSBURGH DIALYSIS,392699,,,4312 PENN AVENUE,,PITTSBURGH,PA,15224,4,10,0%,21,0%,23,Achievement,8,95%,29,221,99%,238,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,10,79%,24,224,88%,242,Achievement,8,6%,26,205,1%,224,Achievement,9,8,1%,57,478,1%,592,Achievement,1,1.812,74,10,9,10,78,No Reduction,07/15/2002,DAVITA,01/04/2006
DAVITA - MCKEESPORT WEST DIALYSIS,392700,,,101 9TH STREET,,MCKEESPORT,PA,15132,4,10,0%,21,0%,21,Achievement,10,99%,26,203,98%,201,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,5,63%,23,225,52%,219,Achievement,2,23%,25,206,30%,196,Improvement,3,8,1%,51,382,0%,490,Achievement,4,1.138,94,10,9,10,76,No Reduction,08/21/2002,DAVITA,01/04/2006
FRESENIUS MEDICAL CARE WAYNESBORO,392701,,,27 VISTA DRIVE,,WAYNESBORO,PA,17268,4,0,4%,25,0%,19,Achievement,8,95%,35,258,92%,197,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,8,71%,33,311,60%,222,Achievement,6,12%,31,267,26%,199,Improvement,7,0,6%,40,310,1%,322,Achievement,0,3.806,57,10,8,10,47,0.5%,01/30/2003,FRESENIUS MEDICAL CARE,06/02/2006
DAVITA - WALNUT TOWERS,392702,,,834 WALNUT STREET,,PHILADELPHIA,PA,19107,4,10,0%,49,0%,51,Achievement,9,97%,66,492,98%,475,Achievement,N/A,Insufficient data,6,49,Insufficient data,29,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,9,4,60%,53,523,60%,483,Achievement,9,4%,52,363,7%,453,Achievement,6,10,0%,99,787,0%,880,Achievement,0,Not Reported,128,10,10,10,76,No Reduction,07/31/2002,DAVITA,09/02/2004
DAVITA - CLEARFIELD DIALYSIS,392704,,,"1033 TURNPIKE AVENUE, SUITE 100",,CLEARFIELD,PA,16830,4,0,4%,23,0%,19,Achievement,10,98%,34,287,98%,243,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,10,78%,30,319,77%,246,Achievement,8,6%,30,294,3%,231,Achievement,9,10,0%,44,332,0%,369,Achievement,6,0.757,71,10,10,10,76,No Reduction,10/21/2002,DAVITA,01/04/2006
DAVITA - EPHRATA,392706,,,67 WEST CHURCH STREET,,STEVENS,PA,17578,4,10,0%,42,0%,37,Achievement,8,96%,62,479,97%,445,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,10,83%,50,491,75%,471,Achievement,10,2%,52,444,3%,434,Achievement,10,10,0%,77,644,0%,703,Achievement,8,0.263,130,10,10,10,94,No Reduction,07/02/2003,DAVITA,09/02/2004
FRESENIUS MEDICAL CARE TAMAQUA,392708,,,1215 EAST BROAD STREET,,TAMAQUA,PA,18252,4,10,0%,20,0%,21,Achievement,8,95%,36,255,89%,228,Achievement,N/A,Insufficient data,3,24,Insufficient data,20,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,0,49%,29,295,63%,275,Achievement,2,18%,31,271,16%,248,Achievement,1,5,3%,41,303,3%,351,Achievement,0,3.131,46,10,5,4,52,0.5%,12/29/2003,FRESENIUS MEDICAL CARE,12/30/2003
DAVITA - ELIZABETH DIALYSIS,392710,,,201 MCKEESPORT ROAD,,ELIZABETH,PA,15037,4,0,7%,13,0%,15,Achievement,4,91%,19,115,92%,167,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,4,10,87%,15,141,77%,188,Achievement,8,6%,17,124,15%,181,Achievement,9,10,0%,38,284,1%,313,Achievement,10,0,69,10,8,10,71,No Reduction,03/31/2004,DAVITA,02/23/2008
FRESENIUS MEDICAL CARE SOUTH ALLENTOWN,392711,,,2820 MITCHELL AVENUE,,ALLENTOWN,PA,18103,4,10,0%,54,0%,45,Achievement,8,96%,67,492,98%,485,Achievement,10,96%,21,188,96%,155,Achievement,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,6,66%,53,535,60%,514,Achievement,8,6%,56,503,11%,497,Achievement,7,6,2%,106,862,2%,952,Achievement,5,0.810,115,10,9,4,74,No Reduction,07/07/2004,FRESENIUS MEDICAL CARE,05/02/2004
RENAL CARE OF CLARION,392713,,,825 EAST MAIN STREET,,CLARION,PA,16214,4,10,0%,32,0%,24,Achievement,8,95%,40,306,94%,252,Achievement,N/A,Insufficient data,6,51,Insufficient data,54,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,2,54%,34,333,56%,269,Achievement,0,30%,37,300,30%,243,Achievement,1,10,0%,44,338,0%,357,Achievement,10,0,58,10,10,10,82,No Reduction,10/13/2004,DREILING MEDICAL MANAGEMENT,10/13/2004
NEW CASTLE DIALYSIS CENTER,392715,,,"100 SOUTH JEFFERSON STREET, SUITE 187",,NEW CASTLE,PA,16101,4,10,0%,22,0%,16,Achievement,10,98%,31,261,99%,244,Achievement,N/A,Insufficient data,2,21,Insufficient data,12,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,10,7,69%,27,277,73%,249,Achievement,0,20%,29,259,17%,230,Achievement,3,0,6%,63,466,5%,540,Achievement,2,1.608,86,10,9,10,64,No Reduction,11/03/2004,AMERICAN RENAL ASSOCIATES,10/18/2004
LIBERTY DIALYSIS - SOUTHPOINTE,392717,,,1200 CORPORATE DRIVE,,CANONSBURG,PA,15317,4,10,0%,22,0%,24,Achievement,8,95%,32,249,96%,233,Achievement,N/A,Insufficient data,6,57,Insufficient data,78,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,8,5,64%,26,258,65%,241,Achievement,6,10%,28,240,14%,220,Achievement,6,10,0%,80,537,1%,686,Achievement,6,0.622,105,10,6,10,81,No Reduction,07/27/2005,NOT A CHAIN,04/19/2011
LIBERTY DIALYSIS - HOPEWELL,392720,,,400 CORPORATION DRIVE,,ALIQUIPPA,PA,15001,4,10,0%,30,0%,29,Achievement,7,94%,38,296,97%,320,Achievement,N/A,Insufficient data,7,61,Insufficient data,71,N/A,N/A,Insufficient data,0,0,Insufficient data,0,N/A,7,7,69%,29,296,69%,329,Achievement,0,20%,31,280,20%,310,Achievement,3,6,2%,91,692,3%,881,Achievement,3,1.353,105,10,7,7,63,No Reduction,10/21/2005,NOT A CHAIN,10/22/2005
